yearsPlayed,age,G_all,weight,G_dh,birthCountry - Japan,height,birthCountry - Cuba,birthCountry - D.R.,birthCountry - Venezuela,birthCountry - Colombia,birthCountry - Jamaica,birthCountry - Honduras,birthCountry - France,birthCountry - V.I.,G_p,birthCountry - USA,NumPos,G_cf,G_rf,G_ss,G_2b,G_3b,G_c,G_lf
5.0,38.0,130.0,170.0,0.0,1,70.0,0,0,0,0,0,0,0,0,0.0,0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2.0,25.0,45.0,190.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,37.0,235.0,0.0,0,79.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,30.0,35.0,205.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,33.0,25.0,193.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,35.0,190.0,1.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,32.0,50.0,205.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,26.0,143.0,230.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,23.0,52.0,225.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6.0,29.0,40.0,160.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,31.0,67.0,200.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,107.0,230.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3.0,27.0,137.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,28.0,123.0,200.0,1.0,1,69.0,0,0,0,0,0,0,0,0,0.0,0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4.0,24.0,32.0,215.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,23.0,34.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,11.0,210.0,0.0,0,72.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,23.0,119.0,215.0,0.0,0,69.0,0,0,1,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11.0,35.0,75.0,190.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.0,32.0,35.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,29.0,148.0,225.0,1.0,0,74.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,37.0,61.0,230.0,0.0,0,73.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,17.0,210.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,29.0,34.0,190.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,30.0,11.0,215.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,26.0,31.0,215.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,28.0,59.0,210.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,28.0,21.0,190.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,23.0,129.0,185.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.0,30.0,98.0,215.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,22.0,162.0,240.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,26.0,31.0,210.0,0.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,23.0,67.83305583756345,185.0,1.0,0,73.0,0,1,0,0,0,0,0,0,1.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,30.0,70.0,250.0,0.0,0,76.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,27.0,58.0,192.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,33.0,103.0,170.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,30.0,5.0,215.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,27.0,96.0,230.0,1.0,0,74.0,0,1,0,0,0,0,0,0,0.0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,24.0,29.0,210.0,0.0,0,79.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,31.0,34.0,195.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,31.0,73.0,195.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
4.0,29.0,31.0,185.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1.0,25.0,130.0,200.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,28.0,120.0,230.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3.0,26.0,28.0,245.0,0.0,0,80.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,40.0,84.0,180.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,36.0,28.0,200.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,23.0,235.0,0.0,0,79.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,33.0,31.0,230.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,35.0,34.0,200.0,0.0,1,72.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,30.0,23.0,230.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,28.0,23.0,230.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,39.0,114.0,165.0,1.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,25.0,17.0,205.0,0.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,27.0,78.0,225.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,19.0,245.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,30.0,119.0,200.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,27.0,66.0,210.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,21.0,190.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,31.0,156.0,200.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,26.0,64.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,30.0,25.0,230.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,5.0,205.0,0.0,0,71.0,0,0,1,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,37.0,69.0,175.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.0,31.0,81.0,215.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,30.0,51.0,180.0,0.0,0,69.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,31.0,115.0,220.0,0.0,0,77.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.0,30.0,31.0,225.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,160.0,200.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,26.0,70.0,210.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,31.0,79.0,185.0,1.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,26.0,38.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,33.0,123.0,185.0,0.0,0,69.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.0,31.0,10.0,205.0,0.0,1,73.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,30.0,122.0,235.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,31.0,55.0,180.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,26.0,161.0,210.0,0.0,0,77.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,67.83305583756345,155.0,1.0,0,70.0,0,0,0,0,0,0,0,0,1.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,32.0,5.0,230.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,30.0,27.0,195.0,1.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15.0,39.0,125.0,200.0,1.0,0,69.0,0,0,0,0,0,0,0,0,0.0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
17.0,39.0,155.0,240.0,1.0,0,77.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,34.0,67.83305583756345,175.0,1.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,30.0,25.0,185.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,29.0,149.0,230.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,32.0,8.0,190.0,0.0,0,72.0,0,0,1,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,36.0,110.0,170.0,1.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,29.0,44.0,205.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,32.0,147.0,210.0,1.0,0,69.0,0,0,0,0,0,0,0,0,0.0,1,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2.0,26.0,22.0,220.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,33.0,30.0,185.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.0,31.0,210.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,29.0,144.0,190.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,30.0,61.0,240.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,25.0,76.0,220.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,29.0,67.83305583756345,185.0,1.0,0,73.0,0,0,1,0,0,0,0,0,1.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,33.0,118.0,189.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,23.0,79.0,210.0,0.0,0,73.0,0,0,1,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,29.0,46.0,180.0,0.0,0,72.0,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,26.0,16.0,180.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,29.0,67.83305583756345,235.0,1.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,27.0,161.0,240.0,0.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,33.0,55.0,225.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,28.0,118.0,180.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,27.0,154.0,205.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,27.0,67.83305583756345,185.0,1.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,29.0,7.0,200.0,0.0,0,78.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,29.0,88.0,290.0,0.0,0,83.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,31.0,129.0,210.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,26.0,24.0,165.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,27.0,19.0,175.0,0.0,0,71.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,25.0,14.0,210.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,6.0,260.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,15.0,175.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11.0,34.0,136.0,295.0,1.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,28.0,86.0,180.0,1.0,0,71.0,0,0,0,0,0,0,0,0,0.0,1,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
8.0,32.0,52.0,200.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,30.0,57.0,170.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,33.0,26.0,215.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,152.0,220.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,25.0,17.0,210.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,31.0,18.0,185.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,28.0,34.0,215.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,31.0,107.0,190.0,1.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,26.0,144.0,215.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,45.0,30.0,225.0,0.0,0,82.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,29.0,61.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,28.0,18.0,195.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,70.0,210.0,0.0,0,71.0,0,0,1,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,34.0,105.0,175.0,0.0,0,69.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,26.0,36.0,220.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,72.0,240.0,0.0,0,74.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,19.0,255.0,0.0,0,73.0,0,0,1,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,30.0,77.0,235.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25.0,152.0,220.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,25.0,78.0,198.0,0.0,0,72.0,0,0,1,0,0,0,0,0,0.0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,28.0,90.0,195.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,28.0,45.0,215.0,0.0,0,77.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,115.0,235.0,0.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,28.0,88.0,205.0,1.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,21.0,108.0,205.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5.0,29.0,34.0,230.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,160.0,200.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,46.0,215.0,0.0,0,76.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,28.0,72.0,200.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.0,144.0,175.0,0.0,0,71.0,0,0,1,0,0,0,0,0,0.0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3.0,27.0,76.0,225.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,30.0,43.0,215.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,26.0,136.0,215.0,0.0,0,74.0,1,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,24.0,155.0,225.0,0.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,42.0,14.0,175.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,30.0,36.0,200.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,88.0,175.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15.0,36.0,13.0,185.0,0.0,0,70.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,33.0,23.0,175.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,27.0,96.0,195.0,0.0,0,71.0,0,0,1,0,0,0,0,0,0.0,0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3.0,27.0,7.0,190.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,26.0,150.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,36.0,128.0,210.0,1.0,0,76.0,0,0,0,0,0,0,0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,22.0,37.0,200.0,0.0,0,73.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,33.0,88.0,220.0,0.0,0,72.0,0,0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,26.0,67.83305583756345,225.0,1.0,0,76.0,0,0,0,0,0,0,0,0,1.0,1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,24.0,145.0,225.0,0.0,0,75.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,32.0,31.0,250.0,0.0,0,73.0,0,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,30.0,7.0,225.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,31.0,83.0,225.0,0.0,0,74.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,26.0,14.0,240.0,0.0,0,69.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,78.0,215.0,0.0,0,72.0,0,0,1,0,0,0,0,0,0.0,0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3.0,26.0,16.0,225.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,28.0,42.0,220.0,0.0,0,72.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,41.0,6.0,210.0,0.0,0,75.0,0,0,0,0,0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,29.0,14.0,230.0,0.0,0,76.0,0,1,0,0,0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
